season,week,celebrity_name,s_mean,s_std,s_p10,s_p90
11,2,Kyle Massey,0.48243228,0.1009847,0.31961718,0.5971032
11,3,Kyle Massey,0.29274264,0.029952487,0.25753015,0.3279716
11,4,Kyle Massey,0.32263443,0.056197476,0.24855609,0.38040173
11,5,Kyle Massey,0.17817871,0.07259399,0.119819395,0.29864585
11,6,Kyle Massey,0.3320115,0.057309207,0.25837085,0.41581446
11,7,Kyle Massey,0.25820175,0.06293664,0.17428216,0.32921642
11,8,Kyle Massey,0.19867156,0.041029587,0.16542512,0.26198235
11,9,Kyle Massey,0.42459106,0.09363652,0.33720678,0.5538771
11,10,Kyle Massey,0.3625143,0.06059296,0.27844,0.4356897
11,1,Jennifer Grey,0.18115787,0.043322172,0.13324161,0.24225385
11,2,Jennifer Grey,0.17116942,0.022850264,0.1440758,0.19478296
11,3,Jennifer Grey,0.10405495,0.02895337,0.0659011,0.14431173
11,4,Jennifer Grey,0.18345964,0.040566687,0.13090377,0.23554377
11,5,Jennifer Grey,0.41186664,0.092880994,0.25352365,0.51074815
11,6,Jennifer Grey,0.14954655,0.020206714,0.12298193,0.17898321
11,7,Jennifer Grey,0.16658095,0.03236096,0.1308801,0.20240995
11,8,Jennifer Grey,0.2476024,0.06252069,0.18697205,0.33360887
11,9,Jennifer Grey,0.24584495,0.07620955,0.1691251,0.32645902
11,10,Jennifer Grey,0.34169373,0.05229369,0.29254422,0.38537467
11,1,Rick Fox,0.023326263,0.009210424,0.01563612,0.030885635
11,2,Rick Fox,0.010194201,0.0067254324,0.0060686017,0.020100644
11,3,Rick Fox,0.045259733,0.009255021,0.034708817,0.055680256
11,4,Rick Fox,0.02675099,0.005289498,0.02114174,0.033926025
11,5,Rick Fox,0.08194803,0.041173704,0.039439347,0.13507958
11,6,Rick Fox,0.16673474,0.030106874,0.14303198,0.20751783
11,7,Rick Fox,0.014813688,0.003610631,0.010667814,0.020007374
11,1,Kurt Warner,0.013891055,0.0047007194,0.009394463,0.020566085
11,2,Kurt Warner,0.01131782,0.010260744,0.002452741,0.024445282
11,3,Kurt Warner,0.051456932,0.019162409,0.03346048,0.07981954
11,4,Kurt Warner,0.075218,0.02827669,0.04921147,0.08944593
11,5,Kurt Warner,0.075672746,0.015552241,0.05592692,0.099452525
11,6,Kurt Warner,0.1510296,0.012061223,0.13850106,0.16674328
11,7,Kurt Warner,0.05880672,0.0272658,0.037194345,0.10796455
11,8,Kurt Warner,0.051485777,0.018406415,0.026250891,0.06969264
11,1,Margaret Cho,0.0345448,0.011750526,0.022158632,0.050419286
11,2,Margaret Cho,0.008508557,0.0033668124,0.0045938296,0.013079433
11,3,Margaret Cho,0.029112905,0.008691608,0.018567527,0.03866488
11,1,Michael Bolton,0.01861541,0.0036966847,0.014687945,0.022626624
11,2,Michael Bolton,0.0025565072,0.0010444451,0.0016363787,0.004067965
11,1,Brandy,0.08553538,0.018546809,0.06749762,0.11425138
11,2,Brandy,0.13140976,0.03257863,0.09367414,0.16902363
11,3,Brandy,0.13722806,0.02457317,0.103889555,0.16975833
11,4,Brandy,0.12724103,0.03143259,0.09428802,0.1630119
11,5,Brandy,0.11735407,0.026165802,0.08178835,0.14210358
11,6,Brandy,0.042910114,0.0088420585,0.034117527,0.04880751
11,7,Brandy,0.052477196,0.016025888,0.037717804,0.08074747
11,8,Brandy,0.27440676,0.075707324,0.17909576,0.36184493
11,9,Brandy,0.13567944,0.04397142,0.08540108,0.1900635
11,1,The Situation,0.025545588,0.0071008764,0.017426385,0.0349201
11,2,The Situation,0.034562837,0.018021459,0.016488742,0.05746372
11,3,The Situation,0.05616427,0.020231871,0.026335921,0.076554164
11,4,The Situation,0.0039024588,0.0010317373,0.0023733773,0.0052760188
11,1,Audrina Patridge,0.043555114,0.0099145295,0.03457474,0.05613308
11,2,Audrina Patridge,0.023464456,0.00756923,0.0155251995,0.035309214
11,3,Audrina Patridge,0.03484243,0.0077474774,0.026592765,0.041197028
11,4,Audrina Patridge,0.01651402,0.0024841381,0.013838571,0.020227263
11,5,Audrina Patridge,0.023918523,0.015497456,0.007217054,0.045138065
11,6,Audrina Patridge,0.0065157735,0.0019511613,0.0038868987,0.009716781
11,1,Bristol Palin,0.055935785,0.023795322,0.02936256,0.07885133
11,2,Bristol Palin,0.06435389,0.0113397855,0.048354268,0.07180386
11,3,Bristol Palin,0.19596986,0.060632497,0.13141933,0.27867538
11,4,Bristol Palin,0.19937223,0.03965034,0.16559018,0.2440704
11,5,Bristol Palin,0.08254238,0.030246196,0.052930117,0.1135024
11,6,Bristol Palin,0.1512517,0.053821314,0.06699581,0.20792308
11,7,Bristol Palin,0.44911978,0.080258474,0.34418547,0.55552095
11,8,Bristol Palin,0.22783352,0.09539225,0.14019011,0.37784073
11,9,Bristol Palin,0.19388449,0.025816988,0.17182913,0.23809806
11,10,Bristol Palin,0.2957919,0.04645361,0.24391018,0.36764395
12,1,Ralph Macchio,0.053417355,0.043724272,0.018910525,0.117374316
12,2,Ralph Macchio,0.12139475,0.03026746,0.0868182,0.15876383
12,3,Ralph Macchio,0.17149146,0.043496303,0.119165674,0.22151259
12,4,Ralph Macchio,0.11203336,0.034866706,0.061286468,0.16067068
12,5,Ralph Macchio,0.09014502,0.055842873,0.035245337,0.16270383
12,6,Ralph Macchio,0.048071902,0.020531254,0.028530827,0.080458
12,7,Ralph Macchio,0.16265003,0.038821172,0.10266855,0.206062
12,8,Ralph Macchio,0.11241726,0.01631552,0.09152869,0.1311097
12,9,Ralph Macchio,0.022366978,0.007903072,0.015648259,0.03411259
12,1,Chelsea Kane,0.80316895,0.14048336,0.61285716,0.92018545
12,2,Chelsea Kane,0.18699981,0.09070874,0.08943296,0.32847336
12,3,Chelsea Kane,0.32541433,0.08667931,0.22919124,0.44308153
12,4,Chelsea Kane,0.16943423,0.026564961,0.13698477,0.2086464
12,5,Chelsea Kane,0.096103705,0.032293055,0.0642759,0.13704556
12,6,Chelsea Kane,0.18819244,0.06203459,0.12973711,0.25648713
12,7,Chelsea Kane,0.17203231,0.026880799,0.14032567,0.18880369
12,8,Chelsea Kane,0.47057578,0.05322815,0.41767636,0.5388207
12,9,Chelsea Kane,0.44893527,0.12338069,0.29200995,0.59155935
12,10,Chelsea Kane,0.70126396,0.07347142,0.61669594,0.78950167
12,1,Kirstie Alley,0.087210625,0.059864745,0.029227637,0.17397024
12,2,Kirstie Alley,0.45587084,0.13253407,0.28090012,0.59954715
12,3,Kirstie Alley,0.36880866,0.115752526,0.23608105,0.5110843
12,4,Kirstie Alley,0.17351542,0.03664255,0.12873985,0.21824867
12,5,Kirstie Alley,0.30072436,0.049271006,0.25567418,0.35266012
12,6,Kirstie Alley,0.32641804,0.078345075,0.20011444,0.40285438
12,7,Kirstie Alley,0.29039985,0.049736384,0.24382694,0.33717275
12,8,Kirstie Alley,0.23516299,0.035785798,0.18032825,0.2769064
12,9,Kirstie Alley,0.34279525,0.058158472,0.27248418,0.41073328
12,10,Kirstie Alley,0.16391091,0.052328378,0.10779049,0.24309385
12,1,Hines Ward,0.018048413,0.010420431,0.008959084,0.02844792
12,2,Hines Ward,0.05180059,0.01540317,0.031238658,0.0702196
12,3,Hines Ward,0.01843474,0.007528775,0.012297051,0.025308862
12,4,Hines Ward,0.21267103,0.028326312,0.18339616,0.24825905
12,5,Hines Ward,0.35021523,0.06928887,0.26743853,0.44118977
12,6,Hines Ward,0.3543426,0.030474031,0.30807695,0.38525325
12,7,Hines Ward,0.18436016,0.03412682,0.15381248,0.21016143
12,8,Hines Ward,0.11760506,0.021545626,0.08785181,0.14661303
12,9,Hines Ward,0.18590246,0.0848436,0.09350176,0.31248996
12,10,Hines Ward,0.1348251,0.025057213,0.10270786,0.15122423
12,1,Sugar Ray Leonard,0.0074320766,0.007171933,0.0020506917,0.017676413
12,2,Sugar Ray Leonard,0.016758947,0.006299651,0.011915806,0.026018785
12,3,Sugar Ray Leonard,0.017557355,0.0034004778,0.012705224,0.021068458
12,4,Sugar Ray Leonard,0.012540595,0.0035898297,0.009027677,0.017715644
12,1,Chris Jericho,0.009008151,0.004829632,0.004934576,0.01326298
12,2,Chris Jericho,0.02343864,0.01082847,0.01495147,0.04263429
12,3,Chris Jericho,0.034364585,0.015314094,0.02028778,0.05600954
12,4,Chris Jericho,0.029447906,0.008012472,0.016592076,0.038101718
12,5,Chris Jericho,0.09864841,0.05367614,0.041875992,0.18375738
12,6,Chris Jericho,0.0070914724,0.00261181,0.004487608,0.010453819
12,1,Petra Nemcova,0.0060169217,0.0046738475,0.002048522,0.01303507
12,2,Petra Nemcova,0.051239755,0.010367038,0.036940366,0.06252229
12,3,Petra Nemcova,0.020881513,0.005452795,0.014874337,0.026310785
12,4,Petra Nemcova,0.07097453,0.022432767,0.04983449,0.10552154
12,5,Petra Nemcova,0.005759163,0.0020150165,0.003576881,0.008141742
12,1,Mike Catherwood,0.0034068187,0.002214118,0.0015540285,0.0069795074
12,2,Mike Catherwood,0.00698336,0.002173231,0.005244639,0.010018268
12,1,Romeo,0.0032855535,0.0029900433,0.00059588556,0.008716752
12,2,Romeo,0.020223636,0.009806483,0.011449503,0.025441157
12,3,Romeo,0.02295694,0.0040075392,0.0175505,0.029553639
12,4,Romeo,0.06746432,0.019647552,0.055548023,0.08298516
12,5,Romeo,0.01436481,0.0064295996,0.007841061,0.019473577
12,6,Romeo,0.046827447,0.0062060975,0.03945181,0.054575678
12,7,Romeo,0.16383366,0.022389371,0.14339468,0.20298499
12,8,Romeo,0.064238936,0.0112612955,0.050410245,0.07954407
12,1,Wendy Williams,0.0050892564,0.006253677,0.00064853666,0.013587063
12,2,Wendy Williams,0.018002316,0.004800302,0.013357546,0.024293961
12,3,Wendy Williams,0.007443618,0.0030065754,0.0041081477,0.011484288
12,1,Kendra Wilkinson,0.0039158757,0.0027906615,0.0018741306,0.007107528
12,2,Kendra Wilkinson,0.0472874,0.019309156,0.033143703,0.070769586
12,3,Kendra Wilkinson,0.012646791,0.004206966,0.008540764,0.016054146
12,4,Kendra Wilkinson,0.1519186,0.05424471,0.11250377,0.2558418
12,5,Kendra Wilkinson,0.04403928,0.017615052,0.028144736,0.06969333
12,6,Kendra Wilkinson,0.029056028,0.0067631067,0.021946652,0.037460003
12,7,Kendra Wilkinson,0.026723979,0.00612901,0.02162077,0.030177873
13,1,Elisabetta Canalis,0.016831491,0.002701741,0.013450702,0.0200693
13,2,Elisabetta Canalis,0.009981535,0.0020455744,0.007764077,0.012185664
13,1,David Arquette,0.043096114,0.0112130465,0.032322146,0.06035758
13,2,David Arquette,0.05112271,0.00843129,0.041832805,0.059917204
13,3,David Arquette,0.043423504,0.013448576,0.028247971,0.063605495
13,4,David Arquette,0.05017498,0.008543154,0.039115977,0.06016184
13,5,David Arquette,0.1143808,0.028162284,0.07566211,0.15011339
13,6,David Arquette,0.058383644,0.020368677,0.02871593,0.076627366
13,7,David Arquette,0.009175933,0.002808584,0.004808295,0.012142714
13,1,Ricki Lake,0.3070325,0.061218146,0.24249476,0.3867381
13,2,Ricki Lake,0.22972894,0.035234857,0.17819355,0.27535814
13,3,Ricki Lake,0.4113612,0.16368122,0.26983172,0.6093671
13,4,Ricki Lake,0.23735051,0.05457661,0.14937997,0.29468334
13,5,Ricki Lake,0.18544577,0.0924928,0.096228346,0.32427344
13,6,Ricki Lake,0.5355315,0.06455364,0.4413546,0.5981022
13,7,Ricki Lake,0.47190687,0.12591656,0.29629332,0.6444631
13,8,Ricki Lake,0.4557457,0.067668386,0.38968542,0.5295953
13,9,Ricki Lake,0.5263249,0.08978996,0.39421016,0.64026546
13,10,Ricki Lake,0.3210671,0.05299105,0.25603083,0.40552512
13,1,J.R. Martinez,0.1286427,0.04480733,0.07997618,0.18262118
13,2,J.R. Martinez,0.23397265,0.07230446,0.15688346,0.35250074
13,3,J.R. Martinez,0.14099121,0.041561637,0.08621447,0.20259012
13,4,J.R. Martinez,0.15646945,0.055920396,0.07146694,0.2259857
13,5,J.R. Martinez,0.1427128,0.051401775,0.06336409,0.20724012
13,6,J.R. Martinez,0.19786586,0.060119778,0.1095822,0.2664151
13,7,J.R. Martinez,0.3832502,0.09178162,0.27733678,0.50299597
13,8,J.R. Martinez,0.28742114,0.06583116,0.19718334,0.3600788
13,9,J.R. Martinez,0.317892,0.0842842,0.2435854,0.46706304
13,10,J.R. Martinez,0.25066704,0.047359135,0.20176804,0.3064641
13,1,Metta World Peace (Ron),0.0026613644,0.0007569541,0.001603696,0.003373512
13,1,Hope Solo,0.04924327,0.023468772,0.024794102,0.07013549
13,2,Hope Solo,0.1090751,0.022967929,0.08734574,0.13265707
13,3,Hope Solo,0.09147548,0.02534636,0.05843952,0.12781519
13,4,Hope Solo,0.11313332,0.057496414,0.06474951,0.20136122
13,5,Hope Solo,0.24466573,0.06530812,0.16310701,0.3188426
13,6,Hope Solo,0.11021063,0.024181113,0.07942341,0.13006683
13,7,Hope Solo,0.06403668,0.025187768,0.036649145,0.09562108
13,8,Hope Solo,0.07230568,0.013406926,0.057187032,0.089098684
13,9,Hope Solo,0.058413897,0.007852675,0.05198723,0.06911174
13,1,Chynna Phillips,0.035858355,0.0072341748,0.027609734,0.045112245
13,2,Chynna Phillips,0.18368596,0.032226607,0.1399138,0.22079578
13,3,Chynna Phillips,0.045200046,0.030298615,0.013573361,0.09044896
13,4,Chynna Phillips,0.006573755,0.0016231545,0.0044740466,0.0088013895
13,1,Kristin Cavallari,0.15937032,0.05911829,0.08524078,0.23091869
13,2,Kristin Cavallari,0.01122997,0.0034892573,0.007908314,0.016428275
13,3,Kristin Cavallari,0.009690222,0.001845991,0.008048017,0.011155853
13,1,Carson Kressley,0.06574716,0.018163558,0.051808503,0.094233654
13,2,Carson Kressley,0.05871122,0.020305712,0.037397698,0.08689052
13,3,Carson Kressley,0.04081221,0.01935426,0.017533435,0.06166922
13,4,Carson Kressley,0.06898151,0.008560852,0.056579214,0.077953294
13,5,Carson Kressley,0.010658617,0.0035759313,0.0072920467,0.015426458
13,1,Chaz Bono,0.10984913,0.025253935,0.07765507,0.12876587
13,2,Chaz Bono,0.022676444,0.010544284,0.012355034,0.034633502
13,3,Chaz Bono,0.14919554,0.07247797,0.05419213,0.2343444
13,4,Chaz Bono,0.16865279,0.026982782,0.14019409,0.18663278
13,5,Chaz Bono,0.077503674,0.028770527,0.043589957,0.11866019
13,6,Chaz Bono,0.011534654,0.0030447165,0.0076493565,0.015788428
13,1,Nancy Grace,0.05033313,0.026961727,0.024544334,0.094648585
13,2,Nancy Grace,0.03221517,0.004691462,0.026937654,0.035826612
13,3,Nancy Grace,0.025095234,0.0032671206,0.020651529,0.029467829
13,4,Nancy Grace,0.08556428,0.040765468,0.045608886,0.14594004
13,5,Nancy Grace,0.09039003,0.030854328,0.051550817,0.12754665
13,6,Nancy Grace,0.052060947,0.008944246,0.04151632,0.061120417
13,7,Nancy Grace,0.016469805,0.012977409,0.0045543415,0.030623445
13,8,Nancy Grace,0.026137367,0.005861185,0.018307805,0.035345353
13,1,Rob Kardashian,0.031334493,0.014911921,0.019145595,0.058714572
13,2,Rob Kardashian,0.05760031,0.019152552,0.033777084,0.08057685
13,3,Rob Kardashian,0.04275537,0.016209446,0.021753088,0.063250504
13,4,Rob Kardashian,0.11309943,0.018809393,0.09090021,0.14133188
13,5,Rob Kardashian,0.13424261,0.05776717,0.07837623,0.22191823
13,6,Rob Kardashian,0.034412786,0.02106338,0.01490497,0.06407305
13,7,Rob Kardashian,0.05516061,0.017074779,0.030416396,0.07163902
13,8,Rob Kardashian,0.15839012,0.05843149,0.10839163,0.22479872
13,9,Rob Kardashian,0.097369194,0.035865776,0.058712505,0.14745599
13,10,Rob Kardashian,0.4282659,0.07139885,0.3573223,0.5123679
14,1,William Levy,0.6787641,0.037999563,0.6262445,0.7207081
14,2,William Levy,0.42904344,0.11085762,0.30514678,0.5745027
14,3,William Levy,0.2978457,0.034928042,0.2521197,0.33873945
14,4,William Levy,0.4135841,0.073418416,0.32523024,0.49528205
14,5,William Levy,0.29388154,0.026970783,0.2543358,0.32452592
14,6,William Levy,0.5585466,0.08699973,0.41234356,0.64205676
14,7,William Levy,0.3635789,0.056886036,0.2939838,0.42794
14,8,William Levy,0.27050868,0.060021047,0.19073851,0.34396383
14,9,William Levy,0.4478353,0.085163765,0.31892574,0.55752724
14,10,William Levy,0.47958156,0.080232635,0.39384824,0.57122636
14,1,Jack Wagner,0.035673875,0.01130716,0.026077067,0.0553865
14,2,Jack Wagner,0.037036337,0.009237397,0.025574615,0.04583692
14,3,Jack Wagner,0.005093796,0.0018688061,0.0030996955,0.0071910815
14,1,Sherri Sheperd,0.008478184,0.005588756,0.0033751419,0.018472394
14,2,Sherri Sheperd,0.04780191,0.007474909,0.04196831,0.056930814
14,3,Sherri Sheperd,0.04290021,0.010908141,0.02814608,0.05873836
14,4,Sherri Sheperd,0.007926244,0.0017084974,0.0060893088,0.009065855
14,1,Jaleel White,0.025764465,0.006854415,0.018021844,0.032839783
14,2,Jaleel White,0.031671196,0.0077739866,0.02353942,0.041968945
14,3,Jaleel White,0.02837752,0.0045134486,0.023442272,0.032405265
14,4,Jaleel White,0.03706764,0.00620509,0.03312409,0.040865615
14,5,Jaleel White,0.04548808,0.011249357,0.03445859,0.05967454
14,6,Jaleel White,0.014412269,0.0060149855,0.00807011,0.020717477
14,7,Jaleel White,0.014940408,0.005959275,0.009316929,0.021757385
14,1,Roshon Fegan,0.025357604,0.008238711,0.017707206,0.034029525
14,2,Roshon Fegan,0.045336682,0.013000486,0.02812589,0.059356906
14,3,Roshon Fegan,0.025165036,0.0109005235,0.012483054,0.04013871
14,4,Roshon Fegan,0.042106614,0.012446706,0.031696156,0.060561385
14,5,Roshon Fegan,0.070216,0.015664803,0.054342505,0.08702259
14,6,Roshon Fegan,0.087531954,0.011488748,0.08005305,0.103496775
14,7,Roshon Fegan,0.03608456,0.008777188,0.027897626,0.045881387
14,8,Roshon Fegan,0.02940914,0.0042853234,0.025178475,0.032441285
14,1,Melissa Gilbert,0.0037281846,0.0015842043,0.002433895,0.0065485826
14,2,Melissa Gilbert,0.03489429,0.01700736,0.014060445,0.058573
14,3,Melissa Gilbert,0.032802667,0.009617928,0.026261427,0.04396077
14,4,Melissa Gilbert,0.046080027,0.007952219,0.037789796,0.05552803
14,5,Melissa Gilbert,0.028292758,0.0062076533,0.023176339,0.033838004
14,6,Melissa Gilbert,0.01743669,0.008238974,0.010197282,0.031041248
14,7,Melissa Gilbert,0.053403344,0.011709235,0.039976448,0.06864938
14,8,Melissa Gilbert,0.025035629,0.0044885906,0.019272428,0.030941356
14,1,Martina Navratilova,0.0021568353,0.0006156541,0.0014248161,0.00305636
14,2,Martina Navratilova,0.0069567277,0.0017251199,0.004814418,0.008868801
14,1,Donald Driver,0.0044851634,0.0027601754,0.0013227827,0.00769481
14,2,Donald Driver,0.07468534,0.017658515,0.04680432,0.09457078
14,3,Donald Driver,0.06608685,0.013963178,0.050606925,0.086495295
14,4,Donald Driver,0.14853306,0.035137624,0.11029648,0.17722896
14,5,Donald Driver,0.118802465,0.028991073,0.09313655,0.15598494
14,6,Donald Driver,0.16253829,0.05629112,0.12348159,0.23269986
14,7,Donald Driver,0.33400407,0.053705193,0.2770201,0.41332933
14,8,Donald Driver,0.3074363,0.05980556,0.24516475,0.3754263
14,9,Donald Driver,0.32358435,0.06596663,0.25290528,0.4268242
14,10,Donald Driver,0.32497957,0.035135575,0.27079216,0.36346176
14,1,Gavin DeGraw,0.03337734,0.009795313,0.023709783,0.047278695
14,2,Gavin DeGraw,0.012466519,0.003800665,0.0076340893,0.016907675
14,3,Gavin DeGraw,0.07215999,0.021274824,0.048580278,0.09220815
14,4,Gavin DeGraw,0.043726485,0.015452038,0.028434161,0.0637941
14,5,Gavin DeGraw,0.014166697,0.0022967209,0.011303087,0.016613953
14,1,Gladys Knight,0.0092846025,0.001452213,0.007449647,0.011425636
14,2,Gladys Knight,0.034700338,0.005959692,0.027869314,0.04208427
14,3,Gladys Knight,0.06007154,0.013265655,0.04238427,0.07445378
14,4,Gladys Knight,0.029617293,0.012591269,0.017373597,0.04833814
14,5,Gladys Knight,0.029804258,0.00709667,0.021567319,0.03866762
14,6,Gladys Knight,0.0037971938,0.0010139745,0.0028210436,0.005173645
14,1,Katherine Jenkins,0.073132105,0.02298047,0.051696967,0.104453154
14,2,Katherine Jenkins,0.12772441,0.053562514,0.0668567,0.19634387
14,3,Katherine Jenkins,0.124118745,0.024596386,0.09606365,0.1526647
14,4,Katherine Jenkins,0.115622334,0.020909734,0.09396668,0.13831975
14,5,Katherine Jenkins,0.18266927,0.038651083,0.13441065,0.22506104
14,6,Katherine Jenkins,0.03806455,0.0067145852,0.030895412,0.04479721
14,7,Katherine Jenkins,0.076035574,0.026121352,0.04112439,0.10563909
14,8,Katherine Jenkins,0.16365573,0.036223967,0.123500764,0.21729103
14,9,Katherine Jenkins,0.1670047,0.059369743,0.11855842,0.24207018
14,10,Katherine Jenkins,0.19543882,0.05630346,0.1306684,0.26722726
14,1,Maria Menounos,0.099797525,0.020160196,0.07537665,0.1259969
14,2,Maria Menounos,0.11768276,0.029526971,0.08574028,0.16828607
14,3,Maria Menounos,0.24537796,0.042033125,0.18861878,0.2982107
14,4,Maria Menounos,0.11573622,0.041883465,0.06704525,0.18121131
14,5,Maria Menounos,0.21667893,0.052364428,0.15090752,0.26946434
14,6,Maria Menounos,0.117672496,0.02655927,0.08980347,0.15053678
14,7,Maria Menounos,0.12195314,0.034208927,0.078650676,0.16269933
14,8,Maria Menounos,0.20395456,0.057946257,0.1492977,0.27892107
14,9,Maria Menounos,0.061575692,0.019251496,0.045718066,0.08998011
15,1,Gilles Marini,0.05765267,0.03227098,0.020058544,0.1028898
15,2,Gilles Marini,0.030986123,0.009138298,0.022244496,0.04617754
15,3,Gilles Marini,0.14821269,0.03198156,0.10554847,0.19123782
15,4,Gilles Marini,0.03042595,0.009494445,0.020943101,0.04343937
15,5,Gilles Marini,0.009187245,0.0072835805,0.002363684,0.01601922
15,6,Gilles Marini,0.07096175,0.031160176,0.044854358,0.105816975
15,7,Gilles Marini,0.008487615,0.0059544262,0.0035072789,0.018207496
15,8,Gilles Marini,0.021165088,0.005912602,0.014440285,0.029030759
15,1,Sabrina Bryan,0.02993414,0.018107427,0.014113175,0.0559761
15,2,Sabrina Bryan,0.07739622,0.021965817,0.047578465,0.10794687
15,3,Sabrina Bryan,0.12337652,0.0263669,0.10056851,0.1545232
15,4,Sabrina Bryan,0.04927731,0.016885776,0.030705694,0.07071638
15,5,Sabrina Bryan,0.0038701175,0.0016812951,0.0022397237,0.004786382
15,6,Sabrina Bryan,0.008634341,0.0034899167,0.004662708,0.012258057
15,1,Kirstie Alley,0.09056848,0.016108328,0.072786994,0.10779949
15,2,Kirstie Alley,0.06417336,0.011563448,0.054093283,0.08065452
15,3,Kirstie Alley,0.039769467,0.010871982,0.025141079,0.05415432
15,4,Kirstie Alley,0.027247021,0.008081925,0.020715075,0.035977602
15,5,Kirstie Alley,0.009162356,0.0027938655,0.005455606,0.012388717
15,6,Kirstie Alley,0.2609817,0.037631813,0.2236193,0.30496222
15,7,Kirstie Alley,0.030606514,0.008560269,0.022411395,0.041396685
15,8,Kirstie Alley,0.015532851,0.0045433645,0.010335211,0.020517655
15,1,Kelly Monaco,0.15372701,0.039827242,0.11044849,0.21719833
15,2,Kelly Monaco,0.29657194,0.096476294,0.19912262,0.4150079
15,3,Kelly Monaco,0.0890891,0.025839359,0.06306948,0.13046704
15,4,Kelly Monaco,0.53085846,0.1286288,0.3547722,0.6590023
15,5,Kelly Monaco,0.6329754,0.074227594,0.5704033,0.74882597
15,6,Kelly Monaco,0.18849607,0.04411341,0.13485685,0.24856006
15,7,Kelly Monaco,0.55618113,0.07244398,0.45448112,0.614922
15,8,Kelly Monaco,0.16458257,0.040425505,0.13324925,0.22363661
15,9,Kelly Monaco,0.47671124,0.12678225,0.28963292,0.61694473
15,10,Kelly Monaco,0.33152702,0.050269384,0.27863526,0.37485117
15,1,Apolo Anton Ohno,0.07363466,0.016027462,0.052947037,0.08730706
15,2,Apolo Anton Ohno,0.06492582,0.036335256,0.026344715,0.12105183
15,3,Apolo Anton Ohno,0.07031181,0.014482904,0.054150764,0.08416439
15,4,Apolo Anton Ohno,0.039995342,0.025855968,0.01272174,0.07604101
15,5,Apolo Anton Ohno,0.03774545,0.031274218,0.014676845,0.0836325
15,6,Apolo Anton Ohno,0.17798786,0.041532647,0.13405395,0.2432748
15,7,Apolo Anton Ohno,0.051942933,0.01783646,0.029107416,0.07623131
15,8,Apolo Anton Ohno,0.1479966,0.051071834,0.08107208,0.22619577
15,9,Apolo Anton Ohno,0.027736552,0.009477558,0.016506705,0.04152892
15,1,Emmitt Smith,0.02465118,0.008901604,0.015741305,0.03462572
15,2,Emmitt Smith,0.034036428,0.006361978,0.028433844,0.040289238
15,3,Emmitt Smith,0.15762097,0.04346416,0.11484706,0.22287636
15,4,Emmitt Smith,0.033765707,0.019342626,0.020032393,0.06183948
15,5,Emmitt Smith,0.011546028,0.0061509497,0.0048941365,0.017361963
15,6,Emmitt Smith,0.08274174,0.016218117,0.068721525,0.09538855
15,7,Emmitt Smith,0.023757802,0.006313124,0.016434,0.032994673
15,8,Emmitt Smith,0.06725597,0.017285336,0.04944988,0.08393839
15,9,Emmitt Smith,0.03738432,0.011085562,0.0257387,0.053682234
15,1,Shawn Johnson,0.27704185,0.074194685,0.18760131,0.377626
15,2,Shawn Johnson,0.08863711,0.02582895,0.06155041,0.12261418
15,3,Shawn Johnson,0.13500181,0.043968204,0.06926876,0.18354289
15,4,Shawn Johnson,0.112659685,0.055775728,0.05262003,0.1838653
15,5,Shawn Johnson,0.27403522,0.062250357,0.18802524,0.347563
15,6,Shawn Johnson,0.12074861,0.030950941,0.09028088,0.16726844
15,7,Shawn Johnson,0.24330221,0.07121927,0.15486483,0.3458805
15,8,Shawn Johnson,0.23928739,0.057592046,0.17380683,0.29973596
15,9,Shawn Johnson,0.37317136,0.11335988,0.26468784,0.53436184
15,10,Shawn Johnson,0.32937983,0.06371879,0.25272173,0.39696902
15,1,Pamela Anderson,0.001200246,0.0006314366,0.00061169825,0.0021701874
15,1,Helio Castroneves,0.03913341,0.010997756,0.028823601,0.055001024
15,2,Helio Castroneves,0.10482454,0.034032058,0.06566448,0.15455371
15,3,Helio Castroneves,0.0054548834,0.0020962416,0.002455719,0.007771789
15,1,Joey Fatone,0.022307478,0.0018787793,0.020656902,0.024071276
15,2,Joey Fatone,0.0063006836,0.0012354936,0.0053786687,0.0073689986
15,1,Drew Lachey,0.037419107,0.011352131,0.023693992,0.05252571
15,2,Drew Lachey,0.05542692,0.01029451,0.046022423,0.06455629
15,3,Drew Lachey,0.008049599,0.0038216966,0.0034286014,0.012424075
15,1,Bristol Palin,0.042721827,0.008705994,0.0358213,0.052254274
15,2,Bristol Palin,0.043881,0.017355375,0.029679442,0.06918802
15,3,Bristol Palin,0.05570445,0.027039832,0.030718904,0.09594488
15,4,Bristol Palin,0.011967412,0.0037860451,0.008097978,0.017821347
15,1,Melissa Rycroft,0.15000789,0.022581566,0.11596504,0.17098203
15,2,Melissa Rycroft,0.13283981,0.022681648,0.10863806,0.15567385
15,3,Melissa Rycroft,0.16740872,0.04618087,0.113532126,0.22951905
15,4,Melissa Rycroft,0.16380309,0.045030635,0.10960797,0.19000451
15,5,Melissa Rycroft,0.021478152,0.015737196,0.007997124,0.0379078
15,6,Melissa Rycroft,0.08944792,0.017815566,0.06930946,0.11337296
15,7,Melissa Rycroft,0.08572175,0.017564412,0.06578571,0.10379835
15,8,Melissa Rycroft,0.34417954,0.054556843,0.2818192,0.39802432
