season,celebrity_name,ballroom_partner,celebrity_industry,celebrity_homestate,celebrity_homecountry_region,celebrity_age_during_season,results,placement_raw,placement_from_place,elim_week,placement_final,placement_source,item_id
17,Christina Milian,Mark Ballas,Singer/Rapper,New Jersey,United States,31,Eliminated Week 5,9,NA,NA,9,placement_col,S17:Christina Milian
17,Corbin Bleu,Karina Smirnoff,Actor/Actress,New York,United States,24,2nd Place,2,NA,NA,2,placement_col,S17:Corbin Bleu
17,Elizabeth Berkley Lauren,Valentin Chmerkovskiy,Actor/Actress,Michigan,United States,39,Eliminated Week 9,6,NA,NA,6,placement_col,S17:Elizabeth Berkley Lauren
17,Jack Osbourne,Cheryl Burke,TV Personality,Unknown,England,27,3rd Place,3,NA,NA,3,placement_col,S17:Jack Osbourne
17,Keyshawn Johnson,Sharna Burgess,Athlete,California,United States,41,Eliminated Week 2,12,NA,NA,12,placement_col,S17:Keyshawn Johnson
17,Leah Remini,Tony Dovolani,Actor/Actress,New York,United States,43,Eliminated Week 10,5,NA,NA,5,placement_col,S17:Leah Remini
17,"Nicole ""Snooki"" Polizzi",Sasha Farber,TV Personality,Unknown,Chile,25,Eliminated Week 7,8,NA,NA,8,placement_col,"S17:Nicole ""Snooki"" Polizzi"
17,Valerie Harper,Tristan MacManus,Actor/Actress,New York,United States,74,Eliminated Week 4,10,NA,NA,10,placement_col,S17:Valerie Harper
18,Amy Purdy,Derek Hough,Athlete,Nevada,United States,34,2nd Place,2,NA,NA,2,placement_col,S18:Amy Purdy
18,Billy Dee Williams,Emma Slater,Actor/Actress,New York,United States,76,Withdrew,10,NA,NA,10,placement_col,S18:Billy Dee Williams
18,Candace Cameron Bure,Mark Ballas,Actor/Actress,California,United States,37,3rd Place,3,NA,NA,3,placement_col,S18:Candace Cameron Bure
18,Charlie White,Sharna Burgess,Athlete,Michigan,United States,26,Eliminated Week 9,5,NA,NA,5,placement_col,S18:Charlie White
18,Cody Simpson,Witney Carson,Singer/Rapper,Unknown,Australia,17,Eliminated Week 5,9,NA,NA,9,placement_col,S18:Cody Simpson
18,Danica McKellar,Valentin Chmerkovskiy,Actor/Actress,California,United States,39,Eliminated Week 8,6,NA,NA,6,placement_col,S18:Danica McKellar
18,Diana Nyad,Henry Byalikov,Athlete,New York,United States,64,Eliminated Week 2,12,NA,NA,12,placement_col,S18:Diana Nyad
18,Drew Carey,Cheryl Burke,Comedian,Ohio,United States,55,Eliminated Week 6,8,NA,NA,8,placement_col,S18:Drew Carey
18,James Maslow,Peta Murgatroyd,Actor/Actress,New York,United States,23,Eliminated Week 10,4,NA,NA,4,placement_col,S18:James Maslow
18,Meryl Davis,Maksim Chmerkoskiy,Athlete,Michigan,United States,27,1st Place,1,NA,NA,1,placement_col,S18:Meryl Davis
18,NeNe Leakes,Tony Dovolani,TV Personality,New York,United States,46,Eliminated Week 7,7,NA,NA,7,placement_col,S18:NeNe Leakes
18,Sean Avery,Karina Smirnoff,Athlete,Unknown,Canada,33,Eliminated Week 2,11,NA,NA,11,placement_col,S18:Sean Avery
19,Alfonso Ribeiro,Witney Carson,Actor/Actress,New York,United States,42,1st Place,1,NA,NA,1,placement_col,S19:Alfonso Ribeiro
19,Antonio Sabato Jr.,Cheryl Burke,Actor/Actress,Unknown,Italy,42,Eliminated Week 7,8,NA,NA,8,placement_col,S19:Antonio Sabato Jr.
19,Bethany Mota,Derek Hough,Social Media Personality,California,United States,18,Eliminated Week 11,4,NA,NA,4,placement_col,S19:Bethany Mota
19,Betsey Johnson,Tony Dovolani,Fashion Designer,Connecticut,United States,72,Eliminated Week 4,10,NA,NA,10,placement_col,S19:Betsey Johnson
19,Janel Parrish,Valentin Chmerkovskiy,Actor/Actress,Hawaii,United States,25,3rd Place,3,NA,NA,3,placement_col,S19:Janel Parrish
19,Jonathan Bennett,Allison Holker,Actor/Actress,Ohio,United States,33,Eliminated Week 6,9,NA,NA,9,placement_col,S19:Jonathan Bennett
19,Lea Thompson,Artem Chigvintsev,Actor/Actress,Minnesota,United States,53,Eliminated Week 9,6,NA,NA,6,placement_col,S19:Lea Thompson
19,Lolo Jones,Keo Motsepe,Athlete,Iowa,United States,32,Eliminated Week 1,13,NA,NA,13,placement_col,S19:Lolo Jones
19,Michael Waltrip,Emma Slater,Racing Driver,Kentucky,United States,51,Eliminated Week 8,7,NA,NA,7,placement_col,S19:Michael Waltrip
19,Randy Couture,Karina Smirnoff,Athlete,Washington,United States,51,Eliminated Week 3,11,NA,NA,11,placement_col,S19:Randy Couture
19,Sadie Robertson,Mark Ballas,TV Personality,Louisiana,United States,17,2nd Place,2,NA,NA,2,placement_col,S19:Sadie Robertson
19,Tavis Smiley,Sharna Burgess,Radio Personality,Mississippi,United States,50,Eliminated Week 2,12,NA,NA,12,placement_col,S19:Tavis Smiley
19,Tommy Chong,Peta Murgatroyd,Comedian,Unknown,Canada,76,Eliminated Week 10,5,NA,NA,5,placement_col,S19:Tommy Chong
20,Charlotte McKinney,Keo Motsepe,Model,Florida,United States,21,Eliminated Week 3,11,NA,NA,11,placement_col,S20:Charlotte McKinney
20,Chris Soules,Witney Carson,TV Personality,Iowa,United States,33,Eliminated Week 8,5,NA,NA,5,placement_col,S20:Chris Soules
20,Michael Sam,Peta Murgatroyd,Athlete,Texas,United States,25,Eliminated Week 4,10,NA,NA,10,placement_col,S20:Michael Sam
20,Nastia Liukin,Derek Hough,Athlete,Unknown,Russia,25,Eliminated Week 9,4,NA,NA,4,placement_col,S20:Nastia Liukin
20,Noah Galloway,Sharna Burgess,Motivational Speaker,Alabama,United States,33,3rd Place,3,NA,NA,3,placement_col,S20:Noah Galloway
20,Patti LaBelle,Artem Chigvintsev,Singer/Rapper,Pennsylvania,United States,70,Eliminated Week 6,8,NA,NA,8,placement_col,S20:Patti LaBelle
20,Redfoo,Emma Slater,Singer/Rapper,California,United States,39,Eliminated Week 2,12,NA,NA,12,placement_col,S20:Redfoo
20,Riker Lynch,Allison Holker,Actor/Actress,Colorado,United States,23,2nd Place,2,NA,NA,2,placement_col,S20:Riker Lynch
20,Robert Herjavec,Kym Johnson,Entrepreneur,Unknown,Croatia,52,Eliminated Week 8,6,NA,NA,6,placement_col,S20:Robert Herjavec
20,Rumer Willis,Valentin Chmerkovskiy,Actor/Actress,Kentucky,United States,26,1st Place,1,NA,NA,1,placement_col,S20:Rumer Willis
20,Suzanne Somers,Tony Dovolani,Actor/Actress,California,United States,68,Eliminated Week 5,9,NA,NA,9,placement_col,S20:Suzanne Somers
20,Willow Shields,Mark Ballas,Actor/Actress,New Mexico,United States,14,Eliminated Week 7,7,NA,NA,7,placement_col,S20:Willow Shields
21,Alek Skarlatos,Lindsay Arnold,Military,California,United States,22,3rd Place,3,NA,NA,3,placement_col,S21:Alek Skarlatos
21,Alexa PenaVega,Mark Ballas,Actor/Actress,Florida,United States,27,Eliminated Week 9,6,NA,NA,6,placement_col,S21:Alexa PenaVega
21,Andy Grammer,Allison Holker,Singer/Rapper,California,United States,31,Eliminated Week 8,7,NA,NA,7,placement_col,S21:Andy Grammer
21,Bindi Irwin,Derek Hough,TV Personality,Unknown,Australia,17,1st Place,1,NA,NA,1,placement_col,S21:Bindi Irwin
21,Carlos PenaVega,Witney Carson,Actor/Actress,Missouri,United States,26,Eliminated Week 11,4,NA,NA,4,placement_col,S21:Carlos PenaVega
21,Chaka Khan,Keo Motsepe,Singer/Rapper,Illinois,United States,62,Eliminated Week 2,13,NA,NA,13,placement_col,S21:Chaka Khan
21,Gary Busey,Anna Trebunskaya,Actor/Actress,Texas,United States,71,Eliminated Week 4,10,NA,NA,10,placement_col,S21:Gary Busey
21,Hayes Grier,Emma Slater,Social Media Personality,North Carolina,United States,15,Eliminated Week 7,8,NA,NA,8,placement_col,S21:Hayes Grier
21,Kim Zolciak-Biermann,Tony Dovolani,TV Personality,Florida,United States,37,Withdrew,11,NA,NA,11,placement_col,S21:Kim Zolciak-Biermann
21,Nick Carter,Sharna Burgess,Singer/Rapper,New York,United States,35,2nd Place,2,NA,NA,2,placement_col,S21:Nick Carter
21,Paula Deen,Louis van Amstel,TV Personality,Georgia,United States,68,Eliminated Week 6,9,NA,NA,9,placement_col,S21:Paula Deen
21,Tamar Braxton,Valentin Chmerkovskiy,Singer/Rapper,Maryland,United States,38,Withdrew,5,NA,NA,5,placement_col,S21:Tamar Braxton
21,Victor Espinoza,Karina Smirnoff,Athlete,Unknown,Mexico,43,Eliminated Week 2,12,NA,NA,12,placement_col,S21:Victor Espinoza
22,Antonio Brown,Sharna Burgess,Athlete,Florida,United States,27,Eliminated Week 9,5,NA,NA,5,placement_col,S22:Antonio Brown
22,Doug Flutie,Karina Smirnoff,Athlete,Maryland,United States,53,Eliminated Week 6,9,NA,NA,9,placement_col,S22:Doug Flutie
22,Geraldo Rivera,Edyta Sliwinska,Journalist,New York,United States,72,Eliminated Week 2,12,NA,NA,12,placement_col,S22:Geraldo Rivera
22,Ginger Zee,Valentin Chmerkovskiy,News Anchor,California,United States,35,3rd Place,3,NA,NA,3,placement_col,S22:Ginger Zee
22,Jodie Sweetin,Keo Motsepe,Actor/Actress,California,United States,34,Eliminated Week 8,6,NA,NA,6,placement_col,S22:Jodie Sweetin
22,Kim Fields,Sasha Farber,Actor/Actress,New York,United States,46,Eliminated Week 7,8,NA,NA,8,placement_col,S22:Kim Fields
22,Marla Maples,Tony Dovolani,TV Personality,Georgia,United States,52,Eliminated Week 4,10,NA,NA,10,placement_col,S22:Marla Maples
22,Mischa Barton,Artem Chigvintsev,Actor/Actress,Unknown,England,30,Eliminated Week 3,11,NA,NA,11,placement_col,S22:Mischa Barton
22,Nyle DiMarco,Peta Murgatroyd,Model,New York,United States,26,1st Place,1,NA,NA,1,placement_col,S22:Nyle DiMarco
22,Paige VanZant,Mark Ballas,Athlete,Oregon,United States,22,2nd Place,2,NA,NA,2,placement_col,S22:Paige VanZant
22,Von Miller,Witney Carson,Athlete,Texas,United States,27,Eliminated Week 7,7,NA,NA,7,placement_col,S22:Von Miller
22,Wanya Morris,Lindsay Arnold,Singer/Rapper,Pennsylvania,United States,42,Eliminated Week 9,4,NA,NA,4,placement_col,S22:Wanya Morris
23,Amber Rose,Maksim Chmerkoskiy,Model,Pennsylvania,United States,32,Eliminated Week 6,9,NA,NA,9,placement_col,S23:Amber Rose
23,Babyface,Allison Holker,Singer/Rapper,Indiana,United States,57,Eliminated Week 4,11,NA,NA,11,placement_col,S23:Babyface
23,Calvin Johnson Jr.,Lindsay Arnold,Athlete,Georgia,United States,30,3rd Place,3,NA,NA,3,placement_col,S23:Calvin Johnson Jr.
23,Jake T. Austin,Jenna Johnson,Actor/Actress,New York,United States,21,Eliminated Week 2,13,NA,NA,13,placement_col,S23:Jake T. Austin
23,James Hinchcliffe,Sharna Burgess,Racing Driver,Unknown,Canada,29,2nd Place,2,NA,NA,2,placement_col,S23:James Hinchcliffe
23,Jana Kramer,Gleb Savchenko,Singer/Rapper,Michigan,United States,32,Eliminated Week 11,4,NA,NA,4,placement_col,S23:Jana Kramer
23,Laurie Hernandez,Valentin Chmerkovskiy,Athlete,New Jersey,United States,16,1st Place,1,NA,NA,1,placement_col,S23:Laurie Hernandez
23,Marilu Henner,Derek Hough,Actor/Actress,Illinois,United States,64,Eliminated Week 9,6,NA,NA,6,placement_col,S23:Marilu Henner
23,Maureen McCormick,Artem Chigvintsev,Actor/Actress,California,United States,60,Eliminated Week 7,8,NA,NA,8,placement_col,S23:Maureen McCormick
23,Rick Perry,Emma Slater,Politician,Texas,United States,66,Eliminated Week 3,12,NA,NA,12,placement_col,S23:Rick Perry
23,Ryan Lochte,Cheryl Burke,Athlete,New York,United States,32,Eliminated Week 8,7,NA,NA,7,placement_col,S23:Ryan Lochte
23,Terra Jole,Sasha Farber,TV Personality,Texas,United States,36,Eliminated Week 10,5,NA,NA,5,placement_col,S23:Terra Jole
23,Vanilla Ice,Witney Carson,Singer/Rapper,Texas,United States,48,Eliminated Week 4,10,NA,NA,10,placement_col,S23:Vanilla Ice
24,Bonner Bolton,Sharna Burgess,Athlete,Texas,United States,29,Eliminated Week 8,5,NA,NA,5,placement_col,S24:Bonner Bolton
24,Charo,Keo Motsepe,Actor/Actress,Unknown,Spain,66,Eliminated Week 3,11,NA,NA,11,placement_col,S24:Charo
24,Chris Kattan,Witney Carson,Comedian,California,United States,46,Eliminated Week 2,12,NA,NA,12,placement_col,S24:Chris Kattan
24,David Ross,Lindsay Arnold,Athlete,Georgia,United States,40,2nd Place,2,NA,NA,2,placement_col,S24:David Ross
24,Erika Jayne,Gleb Savchenko,Singer/Rapper,Georgia,United States,45,Eliminated Week 5,9,NA,NA,9,placement_col,S24:Erika Jayne
24,Heather Morris,Maksim Chmerkoskiy,Actor/Actress,California,United States,30,Eliminated Week 6,8,NA,NA,8,placement_col,S24:Heather Morris
24,Mr. T,Kym Herjavec,Actor/Actress,Illinois,United States,64,Eliminated Week 4,10,NA,NA,10,placement_col,S24:Mr. T
24,Nancy Kerrigan,Artem Chigvintsev,Athlete,Massachusetts,United States,47,Eliminated Week 7,7,NA,NA,7,placement_col,S24:Nancy Kerrigan
24,Nick Viall,Peta Murgatroyd,TV Personality,Wisconsin,United States,36,Eliminated Week 7,6,NA,NA,6,placement_col,S24:Nick Viall
24,Normani,Valentin Chmerkovskiy,Singer/Rapper,Georgia,United States,20,3rd Place,3,NA,NA,3,placement_col,S24:Normani
24,Rashad Jennings,Emma Slater,Athlete,Virginia,United States,32,1st Place,1,NA,NA,1,placement_col,S24:Rashad Jennings
24,Simone Biles,Sasha Farber,Athlete,Ohio,United States,20,Eliminated Week 9,4,NA,NA,4,placement_col,S24:Simone Biles
25,Barbara Corcoran,Keo Motsepe,Entrepreneur,New Jersey,United States,68,Eliminated Week 2,13,NA,NA,13,placement_col,S25:Barbara Corcoran
25,Debbie Gibson,Alan Bersten,Singer/Rapper,New York,United States,47,Eliminated Week 2,12,NA,NA,12,placement_col,S25:Debbie Gibson
25,Derek Fisher,Sharna Burgess,Athlete,Arkansas,United States,43,Eliminated Week 4,11,NA,NA,11,placement_col,S25:Derek Fisher
25,Drew Scott,Emma Slater,TV Personality,Unknown,Canada,39,Eliminated Week 10,4,NA,NA,4,placement_col,S25:Drew Scott
25,Frankie Muniz,Witney Carson,Actor/Actress,New Jersey,United States,31,3rd Place,3,NA,NA,3,placement_col,S25:Frankie Muniz
25,Jordan Fisher,Lindsay Arnold,Actor/Actress,Alabama,United States,23,1st Place,1,NA,NA,1,placement_col,S25:Jordan Fisher
25,Lindsey Stirling,Mark Ballas,Musician,California,United States,31,2nd Place,2,NA,NA,2,placement_col,S25:Lindsey Stirling
25,Nick Lachey,Peta Murgatroyd,Singer/Rapper,Kentucky,United States,43,Eliminated Week 6,9,NA,NA,9,placement_col,S25:Nick Lachey
25,Nikki Bella,Artem Chigvintsev,Athlete,California,United States,33,Eliminated Week 7,8,NA,NA,8,placement_col,S25:Nikki Bella
25,Sasha Pieterse,Gleb Savchenko,Actor/Actress,Unknown,South Africa,21,Eliminated Week 5,10,NA,NA,10,placement_col,S25:Sasha Pieterse
25,Terrell Owens,Cheryl Burke,Athlete,Alabama,United States,43,Eliminated Week 8,6,NA,NA,6,placement_col,S25:Terrell Owens
25,Vanessa Lachey,Maksim Chmerkoskiy,TV Personality,Unknown,Philippines,36,Eliminated Week 7,7,NA,NA,7,placement_col,S25:Vanessa Lachey
25,Victoria Arlen,Valentin Chmerkovskiy,Athlete,New Hamshire,United States,22,Eliminated Week 9,5,NA,NA,5,placement_col,S25:Victoria Arlen
26,Adam Rippon,Jenna Johnson,Athlete,Pennsylvania,United States,28,1st Place,1,NA,NA,1,placement_col,S26:Adam Rippon
26,Arike Ogunbowale,Gleb Savchenko,Athlete,Wisconsin,United States,21,Eliminated Week 2,7,NA,NA,7,placement_col,S26:Arike Ogunbowale
26,Chris Mazdzer,Witney Carson,Athlete,Massachusetts,United States,29,Eliminated Week 3,5,NA,NA,5,placement_col,S26:Chris Mazdzer
26,Jamie Anderson,Artem Chigvintsev,Athlete,California,United States,27,Eliminated Week 1,10,NA,NA,10,placement_col,S26:Jamie Anderson
26,Jennie Finch Daigle,Keo Motsepe,Athlete,California,United States,37,Eliminated Week 3,6,NA,NA,6,placement_col,S26:Jennie Finch Daigle
26,Johnny Damon,Emma Slater,Athlete,Kansas,United States,44,Eliminated Week 1,9,NA,NA,9,placement_col,S26:Johnny Damon
26,Josh Norman,Sharna Burgess,Athlete,South Carolina,United States,30,2nd Place,2,NA,NA,2,placement_col,S26:Josh Norman
26,Kareem Abdul-Jabbar,Lindsay Arnold,Athlete,New York,United States,71,Eliminated Week 2,8,NA,NA,8,placement_col,S26:Kareem Abdul-Jabbar
26,Mirai Nagasu,Alan Bersten,Athlete,California,United States,25,Eliminated Week 3,4,NA,NA,4,placement_col,S26:Mirai Nagasu
26,Tonya Harding,Sasha Farber,Athlete,Oregon,United States,47,3rd Place,3,NA,NA,3,placement_col,S26:Tonya Harding
27,Alexis Ren,Alan Bersten,Social Media Personality,California,United States,21,4th Place,4,NA,NA,4,placement_col,S27:Alexis Ren
27,Bobby Bones,Sharna Burgess,Radio Personality,Arkansas,United States,38,1st Place,1,NA,NA,1,placement_col,S27:Bobby Bones
27,Danelle Umstead,Artem Chigvintsev,Athlete,New Mexico,United States,46,Eliminated Week 2,12,NA,NA,12,placement_col,S27:Danelle Umstead
27,DeMarcus Ware,Lindsay Arnold,Athlete,Alabama,United States,36,Eliminated Week 7,7,NA,NA,7,placement_col,S27:DeMarcus Ware
27,Evanna Lynch,Keo Motsepe,Actor/Actress,Unknown,Ireland,27,3rd Place,3,NA,NA,3,placement_col,S27:Evanna Lynch
27,Joe Amabile,Jenna Johnson,TV Personality,Illinois,United States,32,Eliminated Week 8,6,NA,NA,6,placement_col,S27:Joe Amabile
27,John Schneider,Emma Slater,Actor/Actress,New York,United States,58,Eliminated Week 7,8,NA,NA,8,placement_col,S27:John Schneider
27,Juan Pablo Di Pace,Cheryl Burke,Actor/Actress,Unknown,Argentina,39,Eliminated Week 8,5,NA,NA,5,placement_col,S27:Juan Pablo Di Pace
27,Mary Lou Retton,Sasha Farber,Athlete,West Virginia,United States,50,Eliminated Week 6,9,NA,NA,9,placement_col,S27:Mary Lou Retton
27,Milo Manheim,Witney Carson,Actor/Actress,California,United States,17,2nd Place,2,NA,NA,2,placement_col,S27:Milo Manheim
27,Nancy McKeon,Valentin Chmerkovskiy,Actor/Actress,New York,United States,52,Eliminated Week 3,11,NA,NA,11,placement_col,S27:Nancy McKeon
27,Nikki Glaser,Gleb Savchenko,Comedian,Ohio,United States,34,Eliminated Week 1,13,NA,NA,13,placement_col,S27:Nikki Glaser
27,Tinashe,Brandon Armstrong,Singer/Rapper,Kentucky,United States,25,Eliminated Week 4,10,NA,NA,10,placement_col,S27:Tinashe
28,Ally Brooke,Sasha Farber,Singer/Rapper,Texas,United States,26,3rd Place,3,NA,NA,3,placement_col,S28:Ally Brooke
28,Hannah Brown,Alan Bersten,TV Personality,Alabama,United States,24,1st Place,1,NA,NA,1,placement_col,S28:Hannah Brown
28,James Van Der Beek,Emma Slater,Actor/Actress,Connecticut,United States,42,Eliminated Week 10,5,NA,NA,5,placement_col,S28:James Van Der Beek
28,Karamo Brown,Jenna Johnson,TV Personality,Texas,United States,38,Eliminated Week 7,8,NA,NA,8,placement_col,S28:Karamo Brown
28,Kate Flannery,Pasha Pashkov,Actor/Actress,Pennsylvania,United States,55,Eliminated Week 8,7,NA,NA,7,placement_col,S28:Kate Flannery
28,Kel Mitchell,Witney Carson,Actor/Actress,Illinois,United States,41,2nd Place,2,NA,NA,2,placement_col,S28:Kel Mitchell
28,Lamar Odom,Peta Murgatroyd,Athlete,New York,United States,39,Eliminated Week 4,10,NA,NA,10,placement_col,S28:Lamar Odom
28,Lauren Alaina,Gleb Savchenko,Singer/Rapper,Georgia,United States,24,4th Place,4,NA,NA,4,placement_col,S28:Lauren Alaina
28,Mary Wilson,Brandon Armstrong,Singer/Rapper,Nevada,United States,75,Eliminated Week 2,12,NA,NA,12,placement_col,S28:Mary Wilson
28,Ray Lewis,Cheryl Burke,Athlete,Florida,United States,44,Withdrew,11,NA,NA,11,placement_col,S28:Ray Lewis
28,Sailor Brinkley-Cook,Valentin Chmerkovskiy,Model,New York,United States,21,Eliminated Week 6,9,NA,NA,9,placement_col,S28:Sailor Brinkley-Cook
28,Sean Spicer,Lindsay Arnold,Politician,New York,United States,48,Eliminated Week 9,6,NA,NA,6,placement_col,S28:Sean Spicer
29,AJ McLean,Cheryl Burke,Singer/Rapper,Florida,United States,42,Eliminated Week 9,7,NA,NA,7,placement_col,S29:AJ McLean
29,Anne Heche,Keo Motsepe,Actor/Actress,Ohio,United States,51,Eliminated Week 4,13,NA,NA,13,placement_col,S29:Anne Heche
29,Carole Baskin,Pasha Pashkov,TV Personality,Texas,United States,59,Eliminated Week 3,14,NA,NA,14,placement_col,S29:Carole Baskin
29,Charles Oakley,Emma Slater,Athlete,Ohio,United States,56,Eliminated Week 2,15,NA,NA,15,placement_col,S29:Charles Oakley
29,Chrishell Stause,Gleb Savchenko,Actor/Actress,Kentucky,United States,39,Eliminated Week 8,8,NA,NA,8,placement_col,S29:Chrishell Stause
29,Jeannie Mai,Brandon Armstrong,TV Personality,California,United States,41,Withdrew,9,NA,NA,9,placement_col,S29:Jeannie Mai
29,Jesse Metcalfe,Sharna Burgess,Actor/Actress,California,United States,41,Eliminated Week 5,12,NA,NA,12,placement_col,S29:Jesse Metcalfe
29,Johnny Weir,Britt Stewart,Athlete,Pennsylvania,United States,36,Eliminated Week 10,6,NA,NA,6,placement_col,S29:Johnny Weir
29,Justina Machado,Sasha Farber,Actor/Actress,Illinois,United States,48,4th Place,4,NA,NA,4,placement_col,S29:Justina Machado
29,Kaitlyn Bristowe,Artem Chigvintsev,TV Personality,Unknown,Canada,35,1st Place,1,NA,NA,1,placement_col,S29:Kaitlyn Bristowe
29,Monica Aldama,Valentin Chmerkovskiy,TV Personality,Alabama,United States,48,Eliminated Week 7,10,NA,NA,10,placement_col,S29:Monica Aldama
29,Nelly,Daniella Karagach,Singer/Rapper,Texas,United States,45,3rd Place,3,NA,NA,3,placement_col,S29:Nelly
29,Nev Schulman,Jenna Johnson,Producer,New York,United States,35,2nd Place,2,NA,NA,2,placement_col,S29:Nev Schulman
29,Skai Jackson,Alan Bersten,Actor/Actress,New York,United States,18,Eliminated Week 10,5,NA,NA,5,placement_col,S29:Skai Jackson
29,Veron Davis,Peta Murgatroyd,Athlete,Washington D.C.,United States,36,Eliminated Week 6,11,NA,NA,11,placement_col,S29:Veron Davis
30,Amanda Kloots,Alan Bersten,TV Personality,Ohio,United States,39,4th Place,4,NA,NA,4,placement_col,S30:Amanda Kloots
30,Brian Austin Green,Sharna Burgess,Actor/Actress,California,United States,48,Eliminated Week 4,13,NA,NA,13,placement_col,S30:Brian Austin Green
30,Christine Chiu,Pasha Pashkov,TV Personality,Unknown,Taiwan China,38,Eliminated Week 3,14,NA,NA,14,placement_col,S30:Christine Chiu
30,Cody Rigsby,Cheryl Burke,Fitness Instructor,California,United States,34,3rd Place,3,NA,NA,3,placement_col,S30:Cody Rigsby
30,Iman Shumpert,Daniella Karagach,Athlete,Illinois,United States,31,1st Place,1,NA,NA,1,placement_col,S30:Iman Shumpert
30,Jimmie Allen,Emma Slater,Singer/Rapper,Delaware,United States,36,Eliminated Week 8,7,NA,NA,7,placement_col,S30:Jimmie Allen
30,JoJo Siwa,Jenna Johnson,Social Media Personality,Nebraska,United States,18,2nd Place,2,NA,NA,2,placement_col,S30:JoJo Siwa
30,Kenya Moore,Brandon Armstrong,TV Personality,Michigan,United States,50,Eliminated Week 6,10,NA,NA,10,placement_col,S30:Kenya Moore
30,Martin Kove,Britt Stewart,Actor/Actress,New York,United States,75,Eliminated Week 2,15,NA,NA,15,placement_col,S30:Martin Kove
30,Matt James,Lindsay Arnold,Athlete,North Carolina,United States,29,Eliminated Week 4,12,NA,NA,12,placement_col,S30:Matt James
30,Melanie C,Gleb Savchenko,Singer/Rapper,Unknown,England,47,Eliminated Week 5,11,NA,NA,11,placement_col,S30:Melanie C
30,Melora Hardin,Artem Chigvintsev,Actor/Actress,Texas,United States,54,Eliminated Week 9,6,NA,NA,6,placement_col,S30:Melora Hardin
30,"Mike ""The Miz"" Mizanin",Witney Carson,Athlete,Ohio,United States,40,Eliminated Week 7,9,NA,NA,9,placement_col,"S30:Mike ""The Miz"" Mizanin"
30,Olivia Jade,Valentin Chmerkovskiy,Social Media Personality,California,United States,21,Eliminated Week 8,8,NA,NA,8,placement_col,S30:Olivia Jade
30,Suni Lee,Sasha Farber,Athlete,Minnesota,United States,18,Eliminated Week 9,5,NA,NA,5,placement_col,S30:Suni Lee
31,Charli D'Amelio,Mark Ballas,Social Media Personality,Connecticut,United States,18,1st Place,1,NA,NA,1,placement_col,S31:Charli D'Amelio
31,Cheryl Ladd,Louis van Amstel,Actor/Actress,South Dakota,United States,71,Eliminated Week 3,14,NA,NA,14,placement_col,S31:Cheryl Ladd
31,Daniel Durant,Britt Stewart,Actor/Actress,Michigan,United States,32,Eliminated Week 9,5,NA,NA,5,placement_col,S31:Daniel Durant
31,Gabby Windey,Valentin Chmerkovskiy,TV Personality,Illinois,United States,31,2nd Place,2,NA,NA,2,placement_col,S31:Gabby Windey
31,Heidi D'Amelio,Artem Chigvintsev,Social Media Personality,Louisiana,United States,50,Eliminated Week 8,8,NA,NA,8,placement_col,S31:Heidi D'Amelio
31,Jason Lewis,Peta Murgatroyd,Actor/Actress,California,United States,51,Eliminated Week 1,16,NA,NA,16,placement_col,S31:Jason Lewis
31,Jessie James Decker,Alan Bersten,Singer/Rapper,Unknown,Italy,34,Eliminated Week 6,10,NA,NA,10,placement_col,S31:Jessie James Decker
31,Jordin Sparks,Brandon Armstrong,Singer/Rapper,Arizona,United States,32,Eliminated Week 7,9,NA,NA,9,placement_col,S31:Jordin Sparks
31,Joseph Baena,Daniella Karagach,Actor/Actress,California,United States,24,Eliminated Week 5,11,NA,NA,11,placement_col,S31:Joseph Baena
31,Sam Champion,Cheryl Burke,News Anchor,Kentucky,United States,61,Eliminated Week 4,13,NA,NA,13,placement_col,S31:Sam Champion
31,Selma Blair,Sasha Farber,Actor/Actress,Michigan,United States,50,Withdrew,12,NA,NA,12,placement_col,S31:Selma Blair
31,Shangela,Gleb Savchenko,TV Personality,Texas,United States,40,4th Place,4,NA,NA,4,placement_col,S31:Shangela
31,Teresa Giudice,Pasha Pashkov,TV Personality,New Jersey,United States,50,Eliminated Week 2,15,NA,NA,15,placement_col,S31:Teresa Giudice
31,Trevor Donovan,Emma Slater,Actor/Actress,California,United States,39,Eliminated Week 9,6,NA,NA,6,placement_col,S31:Trevor Donovan
31,Vinny Guadagnino,Koko Iwasaki,TV Personality,New York,United States,34,Eliminated Week 8,7,NA,NA,7,placement_col,S31:Vinny Guadagnino
31,Wayne Brady,Witney Carson,Comedian,Georgia,United States,50,3rd Place,3,NA,NA,3,placement_col,S31:Wayne Brady
32,Adrian Peterson,Britt Stewart,Athlete,Texas,United States,38,Eliminated Week 4,11,NA,NA,11,placement_col,S32:Adrian Peterson
32,Alyson Hannigan,Sasha Farber,Actor/Actress,Washington D.C.,United States,49,5th Place,5,NA,NA,5,placement_col,S32:Alyson Hannigan
32,Ariana Madix,Pasha Pashkov,TV Personality,Florida,United States,38,3rd Place,3,NA,NA,3,placement_col,S32:Ariana Madix
32,Barry Williams,Peta Murgatroyd,Actor/Actress,California,United States,68,Eliminated Week 8,7,NA,NA,7,placement_col,S32:Barry Williams
32,Charity Lawson,Artem Chigvintsev,TV Personality,Georgia,United States,27,4th Place,4,NA,NA,4,placement_col,S32:Charity Lawson
