season,week,norm_week,rank_align_j,rank_align_f,pct_align_j,pct_align_f,rank_fan_adv,pct_fan_adv
23,3,0.2,0.5441567397148079,0.5539117094069973,0.624049158049584,0.9498993480687107,0.009754969692189364,0.32585019001912663
23,4,0.3,0.6288281455225323,0.7339758434175737,0.8814060873709976,0.975270438077209,0.10514769789504141,0.09386435070621146
23,5,0.4,0.636929755298482,0.5716619504750294,0.3845157313969569,0.9699439963304206,-0.06526780482345251,0.5854282649334637
23,6,0.5,0.8185577344976237,0.7071067811865475,0.7672359835643121,0.9615923767630248,-0.11145095331107624,0.19435639319871267
23,7,0.6,0.802572353905128,0.836501912571304,0.5417077599188798,0.9872503877706723,0.033929558666175974,0.44554262785179255
23,8,0.7,0.9486832980505139,0.9258200997725516,0.9107603390631935,0.969386894450597,-0.022863198277962238,0.05862655538740347
23,9,0.8,0.8006407690254358,0.7453559924999299,0.603818039612638,0.9873205173437153,-0.055284776525505896,0.38350247773107726
23,10,0.9,0.6666666666666666,0.7378647873726218,0.523806148865205,0.99318540110262,0.07119812070595521,0.46937925223741495
23,11,1.0,0.912870929175277,0.912870929175277,0.7721847318605565,0.985775131000144,0.0,0.21359039913958755
24,1,0.0,0.6191256191259287,0.3692744729379982,0.6131938210123872,0.7887837571307654,-0.24985114618793047,0.17558993611837825
24,2,0.1111111111111111,0.5031152949374527,0.2842676218074806,0.1379271277288112,0.8707022419489472,-0.21884767312997205,0.732775114220136
24,3,0.2222222222222222,0.5838403593598093,0.23857283174626323,0.45760349100473896,0.818856624096322,-0.34526752761354607,0.361253133091583
24,4,0.3333333333333333,0.3616821166278091,0.3299831645537222,0.36763200608436764,0.8480132896322231,-0.031698952074086906,0.4803812835478555
24,5,0.4444444444444444,0.38810293211724584,0.43519413988924455,0.4699184535741326,0.7494281801827756,0.04709120777199871,0.279509726608643
24,6,0.5555555555555556,0.3857583749052298,0.3857583749052298,0.29462519428770956,0.8413846675072976,0.0,0.546759473219588
24,7,0.6666666666666666,0.44999999999999996,0.39036002917941326,0.6429069892312838,0.6897210391739786,-0.059639970820586696,0.04681404994269489
24,8,0.7777777777777778,0.5976143046671968,0.5976143046671968,0.8590191395052502,0.6300887510813042,0.0,-0.22893038842394597
24,9,0.8888888888888888,0.3333333333333334,0.6666666666666669,0.5541454311183731,0.6990717297110081,0.3333333333333334,0.14492629859263495
24,10,1.0,0.816496580927726,0.816496580927726,0.5729015186559883,0.7242767635039702,0.0,0.15137524484798193
25,1,0.0,0.765255799296003,0.7273340668525834,0.8130387350283408,0.9406526913397114,-0.037921732443419565,0.12761395631137062
25,2,0.1111111111111111,0.864943844351342,0.7713901315435238,0.8742396164911341,0.9863873988090406,-0.09355371280781821,0.11214778231790645
25,3,0.2222222222222222,0.8283153665625823,0.8334762598987155,0.8494676085048347,0.977375705235514,0.005160893336133232,0.12790809673067927
25,4,0.3333333333333333,0.8332051183416778,0.7853554716071041,0.8740263737442289,0.9930626233732067,-0.0478496467345737,0.11903624962897785
25,5,0.4444444444444444,0.8941795301365223,0.841126352013584,0.9110444993194167,0.992991282183872,-0.053053178122938305,0.08194678286445534
25,6,0.5555555555555556,0.7463517925331652,0.7253235664820744,0.8528487618397131,0.9775034997014137,-0.02102822605109078,0.12465473786170056
25,7,0.6666666666666666,0.6153846153846154,0.6671243849949912,0.4769440584073506,0.9647481766565247,0.05173976961037574,0.4878041182491741
25,8,0.7777777777777778,0.8666666666666666,0.8666666666666666,0.9267198893668496,0.9901883426971327,0.0,0.06346845333028317
25,9,0.8888888888888888,0.9486832980505138,0.9486832980505138,0.8848623591926201,0.9842413689948967,0.0,0.09937900980227654
25,10,1.0,0.9128709291752769,1.0,0.978550194247127,0.9994852422630819,0.0871290708247231,0.020935048015954916
26,1,0.0,0.8606978946185856,0.8989331499509894,0.9371100588180235,0.9917036997065609,0.038235255332403795,0.054593640888537465
26,2,0.3333333333333333,0.8629109946080098,0.6671243849949912,0.7687194693341926,0.9858649114449003,-0.19578660961301864,0.21714544211070774
26,3,0.6666666666666666,0.8280786712108251,0.7333333333333333,0.8513876601812109,0.9417355251764989,-0.09474533787749184,0.09034786499528802
26,4,1.0,0.816496580927726,0.816496580927726,0.9033589530048761,0.9867028540861225,0.0,0.08334390108124634
27,1,0.0,0.630669771673144,0.4156194667729048,0.20091453733714043,0.9474040196443583,-0.2150503049002392,0.7464894823072179
27,2,0.125,0.3090350231003688,0.47673129462279606,-0.16664457556600568,0.9370175435069774,0.16769627152242728,1.1036621190729832
27,3,0.25,0.5294117647058822,0.5097970656333186,0.3680449602706344,0.908612312501288,-0.019614699072563635,0.5405673522306537
27,4,0.375,0.3958165567962348,0.4836508334066744,0.3771858602698732,0.843555447887449,0.08783427661043963,0.46636958761757574
27,5,0.5,0.6087595874350709,0.5916079783099616,0.4817887425088024,0.8369654703353162,-0.01715160912510927,0.3551767278265138
27,6,0.625,0.5144957554275265,0.7222222222222222,0.573289068886921,0.8506562079533162,0.20772646679469575,0.2773671390663952
27,7,0.75,0.4906533814626582,0.6671243849949912,0.4521590449959286,0.9643319705176624,0.17647100353233297,0.5121729255217338
27,8,0.875,0.5,0.5520524474738834,0.36167482425675745,0.8208141754729447,0.05205244747388338,0.4591393512161872
27,9,1.0,0.6,0.18257418583505539,-0.33332725112351214,0.9448082077503286,-0.4174258141649446,1.2781354588738407
28,1,0.0,0.7500915695015926,0.7175781594491397,0.7273813939227464,0.9722117502315828,-0.032513410052452896,0.24483035630883643
28,2,0.1,0.8258130618455695,0.7786486411043857,0.8710452478639059,0.9880315931959169,-0.047164420741183766,0.11698634533201102
28,3,0.2,0.6988459044322258,0.6751492859105923,0.6815387474077655,0.9466526340696175,-0.023696618521633517,0.265113886661852
28,4,0.3,0.912050265488652,0.8613973647824797,0.8667258709177204,0.9870027554933634,-0.05065290070617223,0.120276884575643
28,5,0.4,0.676470588235294,0.6288281455225324,0.597128149768919,0.9809816686028492,-0.047642442712761635,0.38385351883393015
28,6,0.5,0.4445004445006668,0.4714045207910316,0.28097434704957136,0.9857147617908557,0.026904076290364842,0.7047404147412843
28,7,0.6,0.7452413135250994,0.6671243849949912,0.692448937788023,0.9900309308212849,-0.07811692853010821,0.29758199303326194
28,8,0.7,0.7200822998230957,0.5143444998736397,0.6861069289216972,0.9544012656325239,-0.20573779994945596,0.2682943367108267
28,9,0.8,0.5962847939999439,0.5962847939999439,0.7553195479199364,0.9640071549897482,0.0,0.20868760706981182
28,10,0.9,0.6666666666666666,0.6324555320336759,0.37806798213485615,0.9780795296032883,-0.03421113463299075,0.6000115474684321
28,11,1.0,0.18257418583505539,0.18257418583505539,-0.4808053558181216,0.9918958699054747,0.0,1.4727012257235963
29,1,0.0,0.6180128418757032,0.5323362886355304,0.5455507716278869,0.940640351332344,-0.08567655324017276,0.39508957970445713
29,2,0.1,0.6972133542413258,0.6057972360964814,0.5124842578186872,0.9745223656850848,-0.0914161181448444,0.46203810786639754
29,3,0.2,0.6745680223718901,0.571886263589597,0.6287238476700021,0.9455440181533418,-0.10268175878229302,0.31682017048333966
29,4,0.3,0.4878860388300181,0.4576043153224293,0.21470295395180894,0.9699981492646504,-0.030281723507588787,0.7552951953128415
29,5,0.4,0.5103103630798288,0.4923659639173309,0.31659909705502465,0.9275279716372506,-0.017944399162497904,0.610928874582226
29,6,0.5,0.5154835307167938,0.4630423666103976,0.3607046387311731,0.9315933086259991,-0.052441164106396154,0.570888669894826
29,7,0.6,0.5929994533288809,0.4600437062282361,0.26403130267948505,0.9637807509833234,-0.13295574710064484,0.6997494483038383
29,8,0.7,0.31378581622109447,0.1889822365046136,-0.5612617454192572,0.9694420906949881,-0.12480357971648087,1.5307038361142453
29,9,0.8,0.47368421052631565,0.3504383220252312,0.2343553309704371,0.9219255221131644,-0.12324588850108448,0.6875701911427272
29,10,0.9,0.501280411827603,0.4666666666666666,0.06324146478603665,0.9910155788258423,-0.03461374516093635,0.9277741140398057
29,11,1.0,0.7745966692414834,0.18257418583505539,-0.43932892566838433,0.9921217885075133,-0.592022483406428,1.4314507141758976
30,1,0.0,0.4874666782214326,0.4758178645910916,0.034009077451496006,0.9520953945885718,-0.011648813630340982,0.9180863171370759
30,2,0.1111111111111111,0.5500275020626719,0.5729235512423348,0.273350275944356,0.9525548086042517,0.022896049179662925,0.6792045326598957
30,3,0.2222222222222222,0.5390091339531599,0.5344015374529363,-0.0870443020980386,0.982055688902461,-0.004607596500223576,1.0690999910004995
30,4,0.3333333333333333,0.5066666666666665,0.5360507693777029,0.18795228195049313,0.9792363730048665,0.02938410271103642,0.7912840910543735
30,5,0.4444444444444444,0.422200330920749,0.3587460832234465,-0.4425762336364041,0.9760817078789081,-0.06345424769730251,1.4186579415153122
30,6,0.5555555555555556,0.642416074439621,0.5980568180967069,0.5910361991231031,0.988934899957815,-0.044359256342914155,0.3978987008347119
30,7,0.6666666666666666,0.5079721589671172,0.36623351038235713,0.0007282800346565046,0.9724130565090503,-0.1417386485847601,0.9716847764743938
30,8,0.7777777777777778,0.3674234614174767,0.3857583749052298,0.08433296633334969,0.9593412090562318,0.01833491348775307,0.875008242722882
30,9,0.8888888888888888,0.6428571428571429,0.41403933560541256,0.15051637972075171,0.9862043301894996,-0.22881780725173034,0.8356879504687479
30,10,1.0,0.5477225575051662,0.6666666666666669,0.5543049312872648,0.9953915156544548,0.11894410916150067,0.44108658436719006
31,1,0.0,0.7534232659462518,0.6890999615891347,0.7740865478576472,0.9683710006092476,-0.06432330435711708,0.19428445275160044
31,2,0.1111111111111111,0.7464996581695903,0.7019555275403673,0.6658383084140207,0.9824398010989831,-0.04454413062922302,0.3166014926849624
31,3,0.2222222222222222,0.8160919540229884,0.7754767263356722,0.7645551407004942,0.988892376289068,-0.04061522768731618,0.22433723558857377
31,4,0.3333333333333333,0.7674113550068353,0.640646041451401,0.6162748734001047,0.9856784141407322,-0.1267653135554343,0.36940354074062753
31,5,0.4444444444444444,0.6614378277661476,0.6978631577988531,0.5746787294384418,0.9900284172097209,0.03642533003270554,0.4153496877712791
31,6,0.5555555555555556,0.8360460766979311,0.768273325346536,0.8293336586212945,0.9947554931532563,-0.06777275135139504,0.1654218345319618
31,7,0.6666666666666666,0.7247137945655605,0.7606388292556648,0.6535738703160248,0.9943023509324005,0.03592503469010433,0.34072848061637573
31,8,0.7777777777777778,0.8153742483272113,0.5714285714285714,0.7511689671647723,0.9824054421632907,-0.24394567689863988,0.2312364749985184
31,9,0.8888888888888888,0.7412493166611012,0.6900655593423541,0.7178180134651146,0.9899535873377813,-0.051183757318747025,0.2721355738726666
31,10,1.0,0.8164965809277261,1.0,0.7626412192390211,0.9984619410517722,0.18350341907227385,0.23582072181275116
32,1,0.0,0.7326076684987708,0.752999140065073,0.8928886427979682,0.9446783058238866,0.020391471566302166,0.051789663025918364
32,2,0.1,0.6894410398057408,0.7013578501792769,0.8086001752483054,0.9173573434507414,0.01191681037353609,0.10875716820243597
32,3,0.2,0.8730158730158729,0.8839599998785472,0.9500846116641212,0.9878154791744416,0.01094412686267432,0.0377308675103204
32,4,0.3,0.7890453678924885,0.8807710121010884,0.8978895597120623,0.9865592930272182,0.09172564420859997,0.08866973331515593
32,5,0.4,0.8314971796756815,0.7191465199607915,0.8600712868498602,0.985012331815394,-0.11235065971489,0.12494104496553382
32,6,0.5,0.9718253158075499,0.9718253158075499,0.9766407155749808,0.9980340913722316,0.0,0.02139337579725087
32,7,0.6,0.8846153846153847,0.8894991799933214,0.8555683586181504,0.9978462203852556,0.004883795377936706,0.14227786176710522
32,8,0.7,0.7807200583588265,0.8783100656536799,0.8493824009336997,0.9886262074138819,0.09759000729485334,0.1392438064801822
32,9,0.8,0.7333333333333333,0.8666666666666666,0.9323021369430762,0.9938530766426876,0.1333333333333333,0.06155093969961145
32,10,0.9,0.7999999999999999,0.7999999999999999,0.9398015968153488,0.9977891300914697,0.0,0.05798753327612094
32,11,1.0,0.8944271909999159,0.7999999999999999,0.9724279048330544,0.9995855148409878,-0.09442719099991592,0.027157610007933375
33,1,0.0,0.6847025572648447,0.6494054168326637,0.5316608934276859,0.9823476911848517,-0.03529714043218102,0.4506867977571658
33,2,0.125,0.7694001017897326,0.6493627147985673,0.6435129838521219,0.9828462621064238,-0.12003738699116528,0.33933327825430193
33,3,0.25,0.6857453859835135,0.6731618328060892,0.616706190676123,0.9703265490494957,-0.012583553177424323,0.3536203583733727
33,4,0.375,0.5747048932153913,0.4789207443461594,0.066974892191458,0.985948696601009,-0.09578414886923192,0.918973804409551
33,5,0.5,0.5533167449931867,0.6172133998483676,0.13972499827573082,0.9932844932560194,0.06389665485518092,0.8535594949802886
33,6,0.625,0.6859943405700354,0.3704792868174742,0.19397586205958933,0.957878439870038,-0.31551505375256117,0.7639025778104487
33,7,0.75,0.5962847939999439,0.7453559924999299,0.17551088298519477,0.971855865201328,0.14907119849998596,0.7963449822161333
33,8,0.875,0.6666666666666666,0.7378647873726218,0.49329469592212316,0.9927744187190352,0.07119812070595521,0.499479722796912
33,9,1.0,0.6666666666666666,0.5270462766947299,0.5015890073619892,0.996940133728088,-0.1396203899719367,0.4953511263660988
34,1,0.0,0.6236608207451918,0.5363881875212091,0.5858914187621383,0.9105600229757201,-0.08727263322398271,0.3246686042135818
34,2,0.1,0.6069642006076914,0.5731784499002794,0.49568324547117304,0.9588416462310119,-0.033785750707411966,0.46315840075983883
34,3,0.2,0.5904813975661475,0.6978631577988531,0.5400314295704105,0.956512202849578,0.10738176023270563,0.41648077327916755
34,4,0.3,0.580464557543441,0.3365809164030446,0.1334476346936378,0.9416720762107347,-0.24388364114039635,0.8082244415170969
34,5,0.4,0.6666666666666666,0.828078671210825,0.7442992265823136,0.9521186659771494,0.16141200454415838,0.20781943939483583
34,6,0.5,0.6587325492402598,0.5060480768510597,0.594462430251468,0.9267212583286956,-0.15268447238920013,0.3322588280772275
34,7,0.6,0.6667366910003156,0.7431605356175383,0.8076315158346963,0.9493541852889851,0.07642384461722262,0.1417226694542888
34,8,0.7,0.6158402871356008,0.6425396041156862,0.3943146417903706,0.9784472367561776,0.02669931698008543,0.5841325949658069
34,9,0.8,0.8651809126974002,0.85106449634699,0.8232335604591545,0.9334118123624634,-0.014116416350410166,0.11017825190330888
34,10,0.9,0.592999453328881,0.6900655593423541,0.44522694760725234,0.9929304743143144,0.0970661060134731,0.547703526707062
34,11,1.0,0.8249579113843054,0.6708203932499368,0.600220413591506,0.9980697816266788,-0.1541375181343686,0.3978493680351728
